Content.Data;Content.Grupo;Content.Subgrupo;Content.Natureza;Content.FORNECEDOR;Content.Entrada (R$);Content.Saída (R$);Name
21/10/2024;NORTHSIDE;CUSTO DO ATIVO;CONSUMO DE ÁGUA E ENERGIA ELÉTRICA;COMUSA;0,00;-144,10;FluxoLifecon7
25/10/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;57,65;0,00;FluxoAgata
25/10/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-300000,00;FluxoAgata
25/10/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,45;0,00;FluxoBariloche
25/10/2024;BARILOCHE;CUSTO DO ATIVO;LIMPEZA DE ÁREA E TERRAPLANAGEM INICIAL;CONCRELAJES CAVALCANTE;0,00;-3300,00;FluxoBariloche
25/10/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;300000,00;0,00;FluxoLifecon7
25/10/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE EDIFICAÇÕES;RUPPENTHAL ENG. E CONST. LTDA;0,00;-48941,39;FluxoLifecon7
25/10/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE INFRAESTRUTURA;RUPPENTHAL ENG. E CONST. LTDA;0,00;-233796,59;FluxoLifecon7
25/10/2024;NORTHSIDE;CUSTO DO ATIVO;PROJETOS COMPLEMENTARES;LANZARIN ARQUITETURA LTDA;0,00;-6500,00;FluxoLifecon7
25/10/2024;NORTHSIDE;CUSTO DO ATIVO;SEGURANÇA;RONDA SECURITY LTDA;0,00;-80,00;FluxoLifecon7
04/11/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;19,52;0,00;FluxoAgata
04/11/2024;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-530,00;FluxoAgata
04/11/2024;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA TÉCNICA;DAVID DOMBROSKI KUBITZ;0,00;-2500,00;FluxoAgata
04/11/2024;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoAgata
04/11/2024;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,00;FluxoAgata
04/11/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-70000,00;FluxoAgata
04/11/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-12000,00;FluxoAgata
04/11/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,41;0,00;FluxoBariloche
04/11/2024;BARILOCHE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-600,00;FluxoBariloche
04/11/2024;BARILOCHE;CUSTO DO ATIVO;DESPESAS INICIAIS (CALÇAMENTO, JARDINAMENTO, LIGAÇÃO DE ÁGUA E ENERGIA ENTRE OUTROS);MJR INSTALACOES ELETRICAS;0,00;-1650,00;FluxoBariloche
04/11/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,80;FluxoBariloche
04/11/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoBariloche
04/11/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,50;FluxoBariloche
04/11/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;5,13;0,00;FluxoLifecon5
04/11/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoLifecon5
04/11/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;70000,00;0,00;FluxoLifecon7
04/11/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;12000,00;0,00;FluxoLifecon7
04/11/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;519,22;0,00;FluxoLifecon7
04/11/2024;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ CONTADORES LTDA;0,00;-1980,00;FluxoLifecon7
04/11/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-3,50;FluxoLifecon7
04/11/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-2,70;FluxoLifecon7
04/11/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoLifecon7
04/11/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-2,80;FluxoLifecon7
04/11/2024;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);RECEITA FEDERAL;0,00;-4908,62;FluxoLifecon7
04/11/2024;NORTHSIDE;CUSTO DO ATIVO;MARKETING;VIDRO.CC;0,00;-11500,00;FluxoLifecon7
04/11/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE INFRAESTRUTURA;BELGO ARAMES ;0,00;-183221,09;FluxoLifecon7
05/11/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,45;0,00;FluxoBariloche
05/11/2024;BARILOCHE;CUSTO DO ATIVO;CONSUMO DE ÁGUA E ENERGIA ELÉTRICA;SANEPAR;0,00;-2464,80;FluxoBariloche
08/11/2024;ÁGATA;FINANCEIRO;APORTE DE CAPITAL SCP;ABACO INCORPORACOES LTDA;400000,00;0,00;FluxoAgata
11/11/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,12;0,00;FluxoBariloche
11/11/2024;BARILOCHE;CUSTO DO ATIVO;LOCAÇÃO DE APOIO;VALDCLEI I VIEIRA-CONTAINER;0,00;-600,00;FluxoBariloche
14/11/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;15,02;0,00;FluxoAgata
14/11/2024;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1709,41;FluxoAgata
14/11/2024;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;FluxoAgata
14/11/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-200000,00;FluxoAgata
14/11/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,41;0,00;FluxoBariloche
14/11/2024;BARILOCHE;CUSTO DO ATIVO;FORNECIMENTO DE MATERIAL;ATENAS MAT.DE CONSTRUCAO LTDA;0,00;-1799,80;FluxoBariloche
14/11/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;200000,00;0,00;FluxoLifecon7
14/11/2024;NORTHSIDE;CUSTO DO ATIVO;ASSESSORIA TÉCNICA;BAUER CONSTRUCOES ;0,00;-6475,00;FluxoLifecon7
14/11/2024;NORTHSIDE;CUSTO DO ATIVO;CONSUMO DE ÁGUA E ENERGIA ELÉTRICA;COMUSA;0,00;-80,76;FluxoLifecon7
14/11/2024;NORTHSIDE;CUSTO DO ATIVO;PROJETOS AMBIENTAIS;MUNICIPIO DE NOVO HAMBURGO;0,00;-255,75;FluxoLifecon7
14/11/2024;NORTHSIDE;CUSTO DO ATIVO;SEGURANÇA;RONDA SECURITY LTDA;0,00;-80,00;FluxoLifecon7
26/11/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;7,76;0,00;FluxoAgata
26/11/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-200000,00;FluxoAgata
26/11/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;200000,00;0,00;FluxoLifecon7
26/11/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;2,65;0,00;FluxoLifecon7
26/11/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE EDIFICAÇÕES;RUPPENTHAL ENG. E CONST. LTDA;0,00;-134663,48;FluxoLifecon7
26/11/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE INFRAESTRUTURA;RUPPENTHAL ENG. E CONST. LTDA;0,00;-210993,97;FluxoLifecon7
28/11/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,80;0,00;FluxoBariloche
28/11/2024;BARILOCHE;CUSTO DO ATIVO;LIMPEZA DE ÁREA E TERRAPLANAGEM INICIAL;CONCRELAJES CAVALCANTE;0,00;-3300,00;FluxoBariloche
28/11/2024;NORTHSIDE;CUSTO DO ATIVO;CONSUMO DE ÁGUA E ENERGIA ELÉTRICA;COMUSA;0,00;-80,76;FluxoLifecon7
02/12/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,13;0,00;FluxoAgata
02/12/2024;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1709,42;FluxoAgata
02/12/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,90;FluxoBariloche
02/12/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,80;FluxoBariloche
02/12/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,80;FluxoLifecon7
02/12/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-2,80;FluxoLifecon7
03/12/2024;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,00;FluxoAgata
03/12/2024;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoAgata
03/12/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,01;0,00;FluxoBariloche
03/12/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoBariloche
03/12/2024;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,50;FluxoBariloche
03/12/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;5,40;0,00;FluxoLifecon5
03/12/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoLifecon5
03/12/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-2,50;FluxoLifecon7
03/12/2024;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoLifecon7
05/12/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,06;0,00;FluxoAgata
05/12/2024;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-530,00;FluxoAgata
05/12/2024;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,24;0,00;FluxoBariloche
05/12/2024;BARILOCHE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-600,00;FluxoBariloche
05/12/2024;BARILOCHE;CUSTO DO ATIVO;LOCAÇÃO DE APOIO;VALDCLEI I VIEIRA-CONTAINER;0,00;-530,00;FluxoBariloche
05/12/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,44;0,00;FluxoLifecon7
05/12/2024;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ CONTADORES LTDA;0,00;-1980,00;FluxoLifecon7
05/12/2024;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);MUNICIPIO DE NOVO HAMBURGO;0,00;-10930,46;FluxoLifecon7
05/12/2024;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);RECEITA FEDERAL;0,00;-7761,06;FluxoLifecon7
05/12/2024;NORTHSIDE;CUSTO DO ATIVO;PROJETOS COMPLEMENTARES;RBP;0,00;-3575,00;FluxoLifecon7
10/12/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,32;0,00;FluxoAgata
10/12/2024;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA TÉCNICA;DAVID DOMBROSKI KUBITZ;0,00;-2500,00;FluxoAgata
10/12/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,80;0,00;FluxoLifecon7
10/12/2024;NORTHSIDE;CUSTO DO ATIVO;MARKETING;VIDRO.CC;0,00;-11500,00;FluxoLifecon7
10/12/2024;NORTHSIDE;CUSTO DO ATIVO;PROJETOS COMPLEMENTARES;LANZARIN ARQUITETURA LTDA;0,00;-6500,00;FluxoLifecon7
10/12/2024;NORTHSIDE;CUSTO DO ATIVO;SERVIÇOS DE TOPOGRAFIA;REGINALDO;0,00;-1850,00;FluxoLifecon7
13/12/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;5,69;0,00;FluxoAgata
13/12/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-38000,00;FluxoAgata
13/12/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;38000,00;0,00;FluxoLifecon7
13/12/2024;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,09;0,00;FluxoLifecon7
13/12/2024;NORTHSIDE;CUSTO DO ATIVO;ASSESSORIA TÉCNICA;BAUER CONSTRUCOES ;0,00;-6775,00;FluxoLifecon7
13/12/2024;NORTHSIDE;CUSTO DO ATIVO;ASSESSORIA TÉCNICA;PERTHO GESTAO IMOBILIARIA LTDA;0,00;-31905,31;FluxoLifecon7
13/12/2024;NORTHSIDE;CUSTO DO ATIVO;CONSUMO DE ÁGUA E ENERGIA ELÉTRICA;COMUSA;0,00;-10,76;FluxoLifecon7
16/12/2024;ÁGATA;FINANCEIRO;APORTE DE CAPITAL SCP;DOMENGE;400000,00;0,00;FluxoAgata
17/12/2024;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,13;0,00;FluxoAgata
17/12/2024;NORTHSIDE;CUSTO DO ATIVO;PROJETOS COMPLEMENTARES;ELM ;0,00;-2178,50;FluxoAgata
17/12/2024;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-300000,00;FluxoAgata
17/12/2024;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;300000,00;0,00;FluxoLifecon7
17/12/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE EDIFICAÇÕES;RUPPENTHAL ENG. E CONST. LTDA;0,00;-231034,40;FluxoLifecon7
17/12/2024;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE INFRAESTRUTURA;RUPPENTHAL ENG. E CONST. LTDA;0,00;-56177,53;FluxoLifecon7
02/01/2025;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,90;FluxoBariloche
02/01/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,90;FluxoLifecon7
02/01/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;FluxoLifecon7
03/01/2025;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,10;0,00;FluxoAgata
03/01/2025;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1825,34;FluxoAgata
03/01/2025;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoAgata
03/01/2025;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,50;FluxoAgata
03/01/2025;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;FluxoAgata
03/01/2025;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,69;0,00;FluxoBariloche
03/01/2025;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoBariloche
03/01/2025;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,50;FluxoBariloche
03/01/2025;BARILOCHE;CUSTO DO ATIVO;LIMPEZA DE ÁREA E TERRAPLANAGEM INICIAL;TERRAPLANAGEM A.L.R;0,00;-1900,00;FluxoBariloche
03/01/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;5,71;0,00;FluxoLifecon5
03/01/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoLifecon5
03/01/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,02;0,00;FluxoLifecon7
03/01/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-4,50;FluxoLifecon7
03/01/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-73,00;FluxoLifecon7
09/01/2025;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,28;0,00;FluxoAgata
09/01/2025;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-530,00;FluxoAgata
09/01/2025;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA TÉCNICA;DAVID DOMBROSKI KUBITZ;0,00;-2500,00;FluxoAgata
09/01/2025;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,23;0,00;FluxoBariloche
09/01/2025;BARILOCHE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-600,00;FluxoBariloche
09/01/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,65;0,00;FluxoLifecon7
09/01/2025;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ CONTADORES LTDA;0,00;-1980,00;FluxoLifecon7
09/01/2025;NORTHSIDE;CUSTO DO ATIVO;ASSESSORIA TÉCNICA;BAUER CONSTRUCOES ;0,00;-6500,00;FluxoLifecon7
10/01/2025;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,21;0,00;FluxoBariloche
10/01/2025;BARILOCHE;CUSTO DO ATIVO;LOCAÇÃO DE APOIO;VALDCLEI I VIEIRA-CONTAINER;0,00;-530,00;FluxoBariloche
10/01/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,91;0,00;FluxoLifecon7
10/01/2025;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);RECEITA FEDERAL;0,00;-1053,56;FluxoLifecon7
10/01/2025;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);RECEITA FEDERAL;0,00;-9074,65;FluxoLifecon7
15/01/2025;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;10,13;0,00;FluxoAgata
15/01/2025;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA DE INFORMÁTICA;ESTÚDIO MX;0,00;-1825,34;FluxoAgata
15/01/2025;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,40;FluxoAgata
15/01/2025;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-70000,00;FluxoAgata
15/01/2025;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;2,81;0,00;FluxoBariloche
15/01/2025;BARILOCHE;CUSTO DO ATIVO;PROJETOS DE EDIFICAÇÕES;BACCA SONDAGENS;0,00;-2784,32;FluxoBariloche
15/01/2025;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;70000,00;0,00;FluxoLifecon7
15/01/2025;NORTHSIDE;CUSTO DO ATIVO;CONSUMO DE ÁGUA E ENERGIA ELÉTRICA;RGE;0,00;-375,98;FluxoLifecon7
15/01/2025;NORTHSIDE;CUSTO DO ATIVO;IMPOSTOS (ISSQN, IRRF RETIDO FONTE E OUTROS);RECEITA FEDERAL;0,00;-8361,62;FluxoLifecon7
15/01/2025;NORTHSIDE;CUSTO DO ATIVO;SEGURANÇA;RONDA SECURITY LTDA;0,00;-80,00;FluxoLifecon7
24/01/2025;ÁGATA;FINANCEIRO;APORTE DE CAPITAL SCP;HOMEGA;200000,00;0,00;FluxoAgata
27/01/2025;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;5,39;0,00;FluxoAgata
27/01/2025;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-39000,00;FluxoAgata
27/01/2025;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;39000,00;0,00;FluxoLifecon7
27/01/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,53;0,00;FluxoLifecon7
27/01/2025;NORTHSIDE;CUSTO DO ATIVO;IPTU / ITR;MUNICIPIO DE NOVO HAMBURGO;0,00;-62252,31;FluxoLifecon7
03/02/2025;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-0,90;FluxoBariloche
03/02/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-3,60;FluxoLifecon7
03/02/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-4,20;FluxoLifecon7
04/02/2025;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,87;0,00;FluxoAgata
04/02/2025;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-79,00;FluxoAgata
04/02/2025;ÁGATA;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,00;FluxoAgata
04/02/2025;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-100000,00;FluxoAgata
04/02/2025;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;1,67;0,00;FluxoBariloche
04/02/2025;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-79,00;FluxoBariloche
04/02/2025;BARILOCHE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,50;FluxoBariloche
04/02/2025;BARILOCHE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ;0,00;-645,00;FluxoBariloche
04/02/2025;BARILOCHE;CUSTO DO ATIVO;LOCAÇÃO DE APOIO;VALDCLEI I VIEIRA-CONTAINER;0,00;-600,00;FluxoBariloche
04/02/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;6,55;0,00;FluxoLifecon5
04/02/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-79,00;FluxoLifecon5
04/02/2025;NORTHSIDE;FINANCEIRO;TRANSF. ENTRE CONTAS AGATA (ENTRADA);AGATA PARTICIPACOES LTDA;100000,00;0,00;FluxoLifecon7
04/02/2025;NORTHSIDE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;2,36;0,00;FluxoLifecon7
04/02/2025;NORTHSIDE;ADMINISTRAÇÃO;ASSESSORIA CONTÁBIL;ANTONOVICZ CONTADORES LTDA;0,00;-2130,00;FluxoLifecon7
04/02/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-79,00;FluxoLifecon7
04/02/2025;NORTHSIDE;ADMINISTRAÇÃO;TAXAS BANCÁRIAS;ITAÚ;0,00;-1,00;FluxoLifecon7
04/02/2025;NORTHSIDE;CUSTO DO ATIVO;ASSESSORIA TÉCNICA;BAUER CONSTRUCOES ;0,00;-6500,00;FluxoLifecon7
04/02/2025;NORTHSIDE;CUSTO DO ATIVO;ASSESSORIA TÉCNICA;PERTHO GESTAO IMOBILIARIA LTDA;0,00;-37878,29;FluxoLifecon7
04/02/2025;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE EDIFICAÇÕES;RUPPENTHAL ENG. E CONST. LTDA;0,00;-69197,85;FluxoLifecon7
04/02/2025;NORTHSIDE;CUSTO DO ATIVO;OBRAS DE INFRAESTRUTURA;RUPPENTHAL ENG. E CONST. LTDA;0,00;-19300,14;FluxoLifecon7
10/02/2025;ÁGATA;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;0,86;0,00;FluxoAgata
10/02/2025;ÁGATA;ADMINISTRAÇÃO;ASSESSORIA TÉCNICA;DAVID DOMBROSKI KUBITZ;0,00;-3316,52;FluxoAgata
10/02/2025;ÁGATA;FINANCEIRO;TRANSF. ENTRE CONTAS LIFECON (SAIDA);NORTHSIDE;0,00;-15000,00;FluxoAgata
10/02/2025;BARILOCHE;FINANCEIRO;RECEITA APLICAÇÕES FINANCEIRAS;ITAÚ;3,56;0,00;FluxoBariloche
